capability_id,method,contract,url,exit_code,http_status,time_total,content_type,error,accepted
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9067/contract/status,0,404,0.009583,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9068/contract/status,0,404,0.002254,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9069/contract/status,0,404,0.001857,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9070/contract/status,0,404,0.012096,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9074/contract/status,0,404,0.003535,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9076/contract/status,0,404,0.002984,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9077/contract/status,0,404,0.006636,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9078/contract/status,0,404,0.005500,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9079/contract/status,0,404,0.004088,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9080/contract/status,0,404,0.003307,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9081/contract/status,0,404,0.004628,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9082/contract/status,0,404,0.002239,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9083/contract/status,0,404,0.004053,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9084/contract/status,0,404,0.002318,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9085/contract/status,0,404,0.005438,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9086/contract/status,0,404,0.003035,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9087/contract/status,0,404,0.006828,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9088/contract/status,0,404,0.010134,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9089/contract/status,0,404,0.003208,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9090/contract/status,0,404,0.002442,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9091/contract/status,0,401,0.002808,application/json; charset=utf-8,,true
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9092/contract/status,0,404,0.002476,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9093/contract/status,0,404,0.002317,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9094/contract/status,0,404,0.003473,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9095/contract/status,0,404,0.002287,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:19091/contract/status,0,404,0.002275,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:34533/contract/status,7,000,0.000350,,curl: (7) Failed to connect to 127.0.0.1 port 34533 after 0 ms: Couldn't connect to server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:57534/contract/status,7,000,0.000268,,curl: (7) Failed to connect to 127.0.0.1 port 57534 after 0 ms: Couldn't connect to server,false
CAP-A069C614B1B1,GET,/contract/status,http://127.0.0.1:22/contract/status,1,000,0.017924,,curl: (1) Received HTTP/0.9 when not allowed,false
CAP-A069C614B1B1,GET,/contract/status,http://127.0.0.1:25/contract/status,1,000,0.001728,,curl: (1) Received HTTP/0.9 when not allowed,false
CAP-A069C614B1B1,GET,/contract/status,http://127.0.0.1:53/contract/status,7,000,0.000270,,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server,false
